ID_Transacao,ID_Pedido,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX0001867,PED000978,,CLI00361,Calca Jeans Reta,Moda,190.26,1,Santos/SP/Brasil,Pix,Entregue
TRX0001868,PED000978,2024-12-17,CLI00361,Camiseta Dry Fit,Esporte,82.82,3,Santos/SP/Brasil,Pix,Entregue
TRX0001869,PED000979,2024-12-23,CLI00053,Camisa Social Slim,Moda,"R$ 161,58",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001870,PED000979,2024-12-23,CLI00053,Livro Historia do Brasil,Livros,"R$ 68,09",2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001871,PED000980,11/12/2024,CLI00355,Garrafa Termica,Esporte,"114,11",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0001167,PED000622,2024-11-13,CLI00338,Monitor 27,Eletronicos,1232.40,1,Belo Horizonte/MG/Brasil,Boleto,entregue
TRX0001872,PED000980,11/12/2024,CLI00355,Mouse Sem Fio,Acessorios,"92,72",3,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0001873,PED000980,2024-12-11,CLI00355,Livro Dados em Acao,Livros,"R$ 92,10",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0001874,PED000981,03-12-2024,CLI00263,Mochila para Notebook,Acessorios,"R$ 192,71",1,Recife/PE/Brasil,Cartao de Credito,Enviado
TRX0001875,PED000982,10/12/2024,CLI00525,Cafeteira Eletrica,Casa,"305,70",1,Brasilia/DF/Brasil,Pix,Enviado
TRX0001876,PED000982,10/12/2024,CLI00525,Liquidificador Potente,Casa,"235,78",1,Brasilia/DF/Brasil,Pix,Enviado
TRX0001877,PED000983,2024-12-21,CLI00541,Smart TV 50,eletronicos,"R$ 2.767,32",1,Sao Paulo/SP/Brasil,Boleto,entregue
TRX0001878,PED000983,2024-12-21,CLI00541,Garrafa Termica,Esporte,"R$ 118,24",1,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0007066,PED003734,2026-04-22,CLI00548,Vestido Midi,Moda,211.68,1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0001879,PED000984,24/12/2024,CLI00577,Hub USB-C,Acessorios,135.70,1,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Entregue
TRX0001880,PED000984,24/12/2024,CLI00577,Halteres 10kg,Esporte,203.62,2,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Entregue
TRX0001881,PED000984,24/12/2024,CLI00577,Mouse Sem Fio,Acessorios,"93,98",1,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Entregue
TRX0001882,PED000985,21-12-2024,CLI00673,Camiseta Dry Fit,Esporte,"78,91",1,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0001883,PED000985,2024-12-21,CLI00673,Hub USB-C,ACESSORIOS,"129,81",4,Porto Alegre/RS/Brasil,Cartao de Credito,Entregue
TRX0001884,PED000986,2024-12-29,CLI00535,Tapete de Yoga,Esporte,"154,83",1,Campinas/SP/Brasil,Pix,Enviado
TRX0001885,PED000987,31/12/2024,CLI00265,Tenis Corrida Leve,Esporte,"324,14",1,Campinas/SP/Brasil,Boleto,Entregue
TRX0001886,PED000987,31-12-2024,CLI00265,Liquidificador Potente,Casa,224.50,1,Campinas/SP/Brasil,Boleto,Entregue
TRX0001887,PED000988,20/12/2024,CLI00280,Headset Gamer,Acessorios,248.76,1,Rio de Janeiro/RJ/Brasil,Pix,Processando
TRX0001888,PED000989,2024-12-23,CLI00634,Cafeteira Eletrica,Casa,"295,25",1,Brasilia/DF/Brasil,Boleto,Cancelado
TRX0001889,PED000989,23/12/2024,CLI00634,Liquidificador Potente,Casa,"208,20",3,Brasilia/DF/Brasil,Boleto,Cancelado
TRX0001890,PED000990,23-12-2024,CLI00114,Smartphone X200,Eletronicos,2101.77,1,Curitiba/PR/Brasil,Boleto,entregue
TRX0001891,PED000991,01/12/2024,CLI00317,Tapete de Yoga,Esporte,"143,37",1,Salvador/BA/Brasil,Cartao de Credito,Enviado
TRX0001892,PED000992,2024-12-22,CLI00264,Camiseta Dry Fit,Esporte,"78,52",1,Campinas/SP/Brasil,Pix,Entregue
TRX0001893,PED000993,2024-12-09,CLI00595,Jogo de Panelas,Casa,"R$ 416,95",1,Curitiba/PR/Brasil,Pix,Entregue
TRX0001894,PED000993,2024-12-09,CLI00595,Calca Jeans Reta,Moda,"R$ 203,44",2,Curitiba/PR/Brasil,Pix,Entregue
TRX0001895,PED000994,09-12-2024,CLI00337,Livro Historia do Brasil,Livros,67.99,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001896,PED000995,2024-12-04,CLI00665,Hub USB-C,Acessorios,129.53,1,Niteroi/RJ/Brasil,Cartao de Credito,Entregue
TRX0001897,PED000995,2024-12-04,CLI00665,Liquidificador Potente,casa,220.58,3,Niteroi/RJ/Brasil,Cartao de Credito,Entregue
TRX0001898,PED000996,2024-12-20,CLI00409,Livro Dados em Acao,LIVROS,"R$ 88,19",1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0001899,PED000996,20/12/2024,CLI00409,Luminaria de Mesa,Casa,"132,67",2,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0001900,PED000997,01/12/2024,CLI00577,Livro Historia do Brasil,LIVROS,68.25,-1,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TRX0001901,PED000998,2024-12-16,CLI00134,Tenis Corrida Leve,Esporte,332.09,3,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0001902,PED000998,16-12-2024,CLI00134,Garrafa Termica,Esporte,,1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0001903,PED000999,2024-12-31,CLI00286,Notebook Gamer,Eletronicos,"R$ 4.756,08",2,Curitiba/PR/Brasil,Boleto,Entregue
TRX0001904,PED001000,2024-12-29,CLI00451,Livro Historia do Brasil,Livros,69.96,1,Curitiba/PR/Brasil,Pix,Entregue
TRX0001905,PED001000,2024-12-29,CLI00451,Livro Dados em Acao,Livros,"86,16",1,Curitiba/PR/Brasil,Pix,entregue
TRX0001906,PED001000,2024-12-29,CLI00451,Livro SQL Essencial,Livros,"R$ 75,59",1,Curitiba/PR/Brasil,Pix,ENTREGUE
TRX0001907,PED001000,2024-12-29,CLI00451,Cafeteira Eletrica,Casa,"288,81",1,Curitiba/PR/Brasil,Pix,Entregue
TRX0001908,PED001001,30/12/2024,CLI00068,Livro Dados em Acao,Livros,95.16,1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0001909,PED001002,2024-12-08,CLI00421,Mochila para Notebook,Acessorios,"178,14",1,Porto Alegre/RS/Brasil,Pix,Cancelado
TRX0001910,PED001003,2024-12-20,CLI00435,Notebook Ultrafino,Eletronicos,"R$ 3.598,67",1,Salvador/BA/Brasil,Boleto,Entregue
TRX0001911,PED001004,14/12/2024,CLI00286,Carregador Turbo,Acessorios,106.25,1,Curitiba/PR/Brasil,Cartao de Debito,Cancelado
TRX0001912,PED001005,2024-12-16,CLI00141,Liquidificador Potente,Casa,"R$ 233,47",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0001913,PED001005,16-12-2024,CLI00141,Notebook Gamer,Eletronicos,"R$ 4.710,95",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0001914,PED001005,2024-12-16,CLI00141,Hub USB-C,Acessorios,"131,35",1,Sao Paulo/SP/Brasil,Cartao de Credito,entregue
TRX0001915,PED001005,2024-12-16,CLI00141,Notebook Ultrafino,Eletronicos,"3.472,56",1,Sao Paulo/SP/Brasil,Cartao de Credito,entregue
TRX0001916,PED001006,01-12-2024,CLI00098,Teclado Mecanico,Acessorios,353.30,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001917,PED001007,28/12/2024,CLI00075,Vestido Midi,Moda,220.45,1,Campinas/SP/Brasil,Pix,Entregue
TRX0001918,PED001008,2024-12-12,CLI00486,Capa para Smartphone,acessorios,"R$ 47,48",4,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001919,PED001008,12/12/2024,CLI00486,Livro Dados em Acao,Livros,"94,59",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001920,PED001008,12/12/2024,CLI00486,Jogo de Panelas,Casa,"385,87",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001921,PED001009,2024-12-31,CLI00348,Aspirador Robo,Casa,1700.87,3,Uberlandia/MG/Brasil,Pix,Entregue
TRX0001922,PED001009,31/12/2024,CLI00348,Calca Jeans Reta,Moda,"R$ 195,76",2,Uberlandia/MG/Brasil,Pix,entregue
TRX0001923,PED001009,2024-12-31,CLI00348,Notebook Gamer,Eletronicos,"4.967,47",4,Uberlandia/MG/Brasil,Pix,Entregue
TRX0001924,PED001010,02-12-2024,CLI00538,Mochila para Notebook,Acessorios,"R$ 174,09",1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0001925,PED001010,,CLI00538,Aspirador Robo,Casa,1513.02,1,Sao Paulo/SP/Brasil,Cartao de Debito,Entregue
TRX0001926,PED001011,2024-12-22,CLI00017,Tenis Corrida Leve,esporte,"R$ 330,51",1,Brasilia/DF/Brasil,Boleto,Entregue
TRX0001927,PED001011,2024-12-22,CLI00017,Headset Gamer,Acessorios,"R$ 266,48",2,Brasilia/DF/Brasil,Boleto,Entregue
TRX0001928,PED001011,22/12/2024,CLI00017,Camiseta Dry Fit,Esporte,"83,66",2,Brasilia/DF/Brasil,Boleto,Entregue
TRX0001929,PED001012,2024-12-23,CLI00512,Garrafa Termica,Esporte,"R$ 119,03",2,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Entregue
TRX0001930,PED001012,2024-12-23,CLI00512,Hub USB-C,Acessórios,131.13,1,Rio de Janeiro/RJ/Brasil,Cartao de Debito,entregue
TRX0001931,PED001013,19-12-2024,CLI00500,Liquidificador Potente,Casa,"R$ 232,83",1,Recife/PE/Brasil,Pix,ENTREGUE
TRX0001932,PED001014,09-12-2024,CLI00541,Livro SQL Essencial,livros,75.18,1,Sao Paulo/SP/Brasil,Pix,Enviado
TRX0001933,PED001015,29/12/2024,CLI00537,Capa para Smartphone,Acessorios,48.39,2,Uberlandia/MG/Brasil,Pix,Entregue
TRX0001934,PED001015,2024-12-29,CLI00537,Calca Jeans Reta,Moda,"203,98",3,Uberlandia/MG/Brasil,Pix,ENTREGUE
TRX0001935,PED001016,2024-12-16,CLI00117,Tapete de Yoga,Esporte,145.76,1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0001936,PED001016,2024-12-16,CLI00117,Halteres 10kg,Esporte,196.71,4,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0001937,PED001017,15/12/2024,CLI00009,Notebook Ultrafino,eletronicos,"R$ 3.524,63",1,Goiania/GO/Brasil,Pix,Entregue
TRX0001938,PED001017,15/12/2024,CLI00009,Mouse Sem Fio,Acessorios,"R$ 90,19",1,Goiania/GO/Brasil,Pix,Entregue
TRX0001939,PED001017,2024-12-15,CLI00009,Camisa Social Slim,Moda,"R$ 158,23",1,Goiania/GO/Brasil,Pix,Entregue
TRX0001940,PED001018,2024-12-09,CLI00348,Jaqueta Corta Vento,Moda,"R$ 288,64",1,Uberlandia/MG/Brasil,Boleto,Entregue
TRX0001941,PED001019,2024-12-06,CLI00521,Cafeteira Eletrica,CASA,283.70,1,Uberlandia/MG/Brasil,Pix,Entregue
TRX0000504,PED000280,06/09/2024,CLI00421,Notebook Gamer,Eletronicos,4946.74,1,Porto Alegre/RS/Brasil,Boleto,Entregue
TRX0001942,PED001020,2024-12-27,CLI00053,Livro Dados em Acao,Livros,"89,96",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0001943,PED001021,2024-12-19,CLI00293,Vestido Midi,Moda,"R$ 234,68",2,Florianopolis/SC/Brasil,Pix,Entregue
TRX0001944,PED001021,19/12/2024,CLI00293,Luminaria de Mesa,Casa,"R$ 139,51",1,Florianopolis/SC/Brasil,Pix,Entregue
TRX0001945,PED001021,2024-12-19,CLI00293,Mochila para Notebook,Acessorios,"R$ 184,45",1,Florianopolis/SC/Brasil,Pix,ENTREGUE
TRX0001946,PED001022,2024-12-05,CLI00053,Headset Gamer,Acessorios,275.14,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,ENTREGUE
TRX0001947,PED001022,05/12/2024,CLI00053,Garrafa Termica,Esporte,113.70,2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,entregue
TRX0001948,PED001023,2025-01-20,CLI00547,Tablet 10,Eletronicos,1267.90,1,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0001949,PED001023,2025-01-20,CLI00547,Aspirador Robo,CASA,1714.83,1,Sao Paulo/SP/Brasil,Boleto,Entregue
TRX0001950,PED001024,2025-01-10,CLI00147,Tenis Corrida Leve,Esporte,354.71,1,Rio de Janeiro/RJ/Brasil,Boleto,Entregue
TRX0001951,PED001025,28-01-2025,CLI00538,Calca Jeans Reta,Moda,202.22,3,Sao Paulo/SP/Brasil,Cartao de Credito,Enviado
TRX0001952,PED001026,2025-01-28,CLI00338,Luminaria de Mesa,casa,"R$ 143,56",1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0001953,PED001027,06/01/2025,CLI00537,Jogo de Panelas,Casa,"397,80",1,Uberlandia/MG/Brasil,Pix,Cancelado
TRX0001954,PED001027,2025-01-06,CLI00537,Livro SQL Essencial,Livros,"R$ 83,21",0,Uberlandia/MG/Brasil,Pix,Cancelado
TRX0001955,PED001028,00/00/0000,CLI00500,Livro Historia do Brasil,Livros,70.19,1,Recife/PE/Brasil,Cartao de Credito,cancelado
TRX0001956,PED001028,2025-01-05,CLI00500,Camisa Social Slim,Moda,170.44,1,Recife/PE/Brasil,Cartao de Credito,Cancelado
TRX0001957,PED001028,2025-01-05,CLI00500,Tenis Corrida Leve,Esporte,"R$ 353,73",1,Recife/PE/Brasil,Cartao de Credito,Cancelado
TRX0001958,PED001028,2025-01-05,CLI00500,Luminaria de Mesa,Casa,136.45,1,Recife/PE/Brasil,Cartao de Credito,Cancelado
TRX0001959,PED001029,2025-01-11,CLI00497,Notebook Gamer,Eletronicos,"R$ 4.967,53",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0001960,PED001029,11/01/2025,CLI00497,Mochila para Notebook,Acessorios,"187,54",1,Rio de Janeiro/RJ/Brasil,Pix,Entregue
TRX0001961,PED001030,2025-01-22,CLI00218,Mochila para Notebook,Acessorios,191.78,1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0001962,PED001030,2025-01-22,CLI00218,Teclado Mecanico,Acessorios,"R$ 348,62",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0001963,PED001030,22-01-2025,CLI00218,Mouse Sem Fio,Acessorios,"R$ 86,81",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0001964,PED001031,2025-01-30,CLI00159,Livro Historia do Brasil,Livros,"74,20",3,Recife/PE/Brasil,Cartao de Credito,entregue
TRX0001965,PED001031,2025-01-30,CLI00159,Carregador Turbo,Acessorios,"R$ 98,42",3,Recife/PE/Brasil,Cartao de Credito,entregue
TRX0001966,PED001031,30-01-2025,CLI00159,Calca Jeans Reta,Moda,"R$ 201,63",3,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0001967,PED001031,30/01/2025,CLI00159,Teclado Mecanico,Acessorios,"R$ 341,14",1,Recife/PE/Brasil,Cartao de Credito,Entregue
TRX0001968,PED001032,04-01-2025,CLI00293,Halteres 10kg,Esporte,"R$ 195,51",2,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0001969,PED001032,04/01/2025,CLI00293,Notebook Gamer,Eletronicos,"R$ 5.069,68",1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0001970,PED001032,04-01-2025,CLI00293,Headset Gamer,Acessorios,"R$ 252,21",2,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0001971,PED001032,04/01/2025,CLI00293,Camiseta Dry Fit,Esporte,80.40,2,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0001972,PED001033,24/01/2025,CLI00631,Mouse Sem Fio,Acessorios,"89,86",1,Campinas/SP/Brasil,Boleto,Entregue
TRX0001973,PED001034,2025-01-27,CLI00450,Aspirador Robo,casa,"1.694,98",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0001974,PED001034,27-01-2025,CLI00450,Vestido Midi,Moda,221.04,1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0001975,PED001034,2025-01-27,CLI00450,Luminaria de Mesa,Casa,"R$ 148,36",1,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0001976,PED001035,2025-01-18,CLI00371,Calca Jeans Reta,Moda,189.67,2,Fortaleza/CE/Brasil,Cartao de Credito,Entregue
TRX0001977,PED001036,26/01/2025,CLI00318,Mochila para Notebook,Acessorios,178.63,2,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001978,PED001036,2025-01-26,CLI00318,Notebook Gamer,Eletronicos,5182.58,1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,ENTREGUE
TRX0001979,PED001036,2025-01-26,CLI00318,Livro Dados em Acao,Livros,92.00,4,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0001980,PED001037,2025-01-04,CLI00606,Monitor 27,Eletronicos,"R$ 1.170,26",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0001981,PED001037,2025-01-04,CLI00606,Jogo de Panelas,Casa,"381,33",2,Sao Paulo/SP/Brasil,Cartao de Credito,Entregue
TRX0001982,PED001038,2025-01-07,CLI00146,Cafeteira Eletrica,Casa,"R$ 304,78",1,Uberlandia/MG/Brasil,Cartao de Debito,Enviado
TRX0001983,PED001039,27/01/2025,CLI00538,Livro Dados em Acao,Livros,90.02,2,Sao Paulo/SP/Brasil,Pix,Entregue
TRX0001984,PED001040,2025-01-01,CLI00577,Headset Gamer,Acessorios,"257,29",3,Rio de Janeiro/RJ/Brasil,Pix,Processando
TRX0001985,PED001041,18/01/2025,CLI00164,Smartphone X200,Eletronicos,2166.30,1,Curitiba/PR/Brasil,Cartao de Credito,Enviado
TRX0001986,PED001042,07/01/2025,CLI00435,Livro Dados em Acao,Livros,"90,91",1,Salvador/BA/Brasil,Cartao de Debito,entregue
TRX0001987,PED001042,2025-01-07,CLI00435,Calca Jeans Reta,MODA,196.56,3,Salvador/BA/Brasil,Cartao de Debito,entregue
TRX0001988,PED001042,07/01/2025,CLI00435,Cafeteira Eletrica,Casa,302.78,1,Salvador/BA/Brasil,Cartao de Debito,Entregue
TRX0001989,PED001043,2025-01-12,CLI00561,Garrafa Termica,Esporte,"R$ 120,89",1,Campinas/SP/Brasil,Cartao de Credito,Entregue
TRX0001990,PED001044,2025-01-15,CLI00179,Monitor 27,Eletronicos,"R$ 1.204,91",1,Sao Paulo/SP/Brasil,Boleto,Cancelado
TRX0001991,PED001044,2025-01-15,CLI00179,Camisa Social Slim,Moda,167.27,2,Sao Paulo/SP/Brasil,Boleto,Cancelado
TRX0001992,PED001045,2025-01-10,CLI00669,Cafeteira Eletrica,Casa,"R$ 299,58",1,Salvador/BA/Brasil,Pix,Entregue
TRX0001993,PED001046,2025-01-09,CLI00361,Jaqueta Corta Vento,Moda,"274,99",4,Santos/SP/Brasil,Pix,Enviado
TRX0001994,PED001047,14/01/2025,CLI00555,Smartphone X200,Eletronicos,"2.181,01",2,Porto Alegre/RS/Brasil,Cartao de Credito,Processando
TRX0001995,PED001048,2025-01-12,CLI00523,Notebook Ultrafino,Eletronicos,"R$ 3.705,72",4,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0001996,PED001048,12-01-2025,CLI00523,Mouse Sem Fio,Acessorios,"R$ 90,97",4,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0001997,PED001048,12/01/2025,CLI00523,Hub USB-C,acessorios,129.45,1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0001998,PED001049,2025-01-17,CLI00134,Tapete de Yoga,Esporte,"R$ 147,66",1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0001999,PED001049,2025-01-17,CLI00134,Halteres 10kg,ESPORTE,196.21,1,Porto Alegre/RS/Brasil,Pix,Entregue
TRX0002000,PED001050,2025-01-31,CLI00413,Vestido Midi,Moda,217.87,1,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Entregue
TRX0002001,PED001050,2025-01-31,CLI00413,Livro Dados em Acao,Livros,"89,95",1,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Entregue
TRX0002002,PED001051,13-01-2025,CLI00014,Jogo de Panelas,Casa,"R$ 389,87",3,Curitiba/PR/Brasil,Cartao de Debito,Entregue
TRX0002003,PED001051,2025-01-13,CLI00014,Camiseta Dry Fit,Esporte,"R$ 80,68",1,Curitiba/PR/Brasil,Cartao de Debito,Entregue
TRX0002004,PED001051,13/01/2025,CLI00014,Jaqueta Corta Vento,MODA,"R$ 285,75",1,Curitiba/PR/Brasil,Cartao de Debito,Entregue
TRX0002005,PED001052,21-01-2025,CLI00574,Jogo de Panelas,Casa,"R$ 422,32",1,Uberlandia/MG/Brasil,Pix,cancelado
TRX0002006,PED001053,2025-01-06,CLI00500,Tenis Corrida Leve,Esporte,"334,23",2,Recife/PE/Brasil,Pix,Entregue
TRX0002007,PED001054,2025-01-09,CLI00199,Luminaria de Mesa,Casa,"144,25",4,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0002008,PED001054,2025-01-09,CLI00199,Camiseta Dry Fit,Esporte,"75,99",1,Brasilia/DF/Brasil,Cartao de Credito,Entregue
TRX0002009,PED001055,21/01/2025,CLI00129,Camiseta Dry Fit,Esporte,"R$ 81,64",1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0002010,PED001055,2025-01-21,CLI00129,Mouse Sem Fio,Acessorios,"R$ 95,13",1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0002011,PED001055,2025-01-21,CLI00129,Mochila para Notebook,Acessorios,"179,61",-1,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0002012,PED001055,21/01/2025,CLI00129,Cafeteira Eletrica,Casa,"302,18",2,Florianopolis/SC/Brasil,Cartao de Credito,Entregue
TRX0002013,PED001056,28-01-2025,CLI00547,Teclado Mecanico,Acessorios,"R$ 357,12",1,Sao Paulo/SP/Brasil,Pix,Cancelado
TRX0002014,PED001057,10/01/2025,CLI00502,Livro Historia do Brasil,livros,"R$ 71,85",1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0002015,PED001057,2025-01-10,CLI00502,Jaqueta Corta Vento,Moda,"263,88",1,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0002016,PED001058,2025-01-31,CLI00286,Camiseta Dry Fit,Esporte,"R$ 83,96",1,Curitiba/PR/Brasil,Cartao de Credito,ENTREGUE
TRX0002017,PED001058,31/01/2025,CLI00286,Livro SQL Essencial,Livros,79.14,4,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0002018,PED001058,2025-01-31,CLI00286,Capa para Smartphone,Acessorios,"R$ 49,19",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0002019,PED001058,2025-01-31,CLI00286,Luminaria de Mesa,casa,"R$ 141,60",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0002020,PED001058,2025-01-31,CLI00286,Halteres 10kg,Esporte,"R$ 181,76",1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0002973,PED001578,2025-04-29,CLI00500,Aspirador Robo,CASA,"R$ 1.616,62",1,Recife/PE/Brasil,Pix,Entregue
TRX0002021,PED001059,02/01/2025,,Camisa Social Slim,Moda,"R$ 166,63",0,Campinas/SP/Brasil,Boleto,Cancelado
TRX0002022,PED001059,2025-01-02,CLI00515,Hub USB-C,Acessorios,"130,74",1,Campinas/SP/Brasil,Boleto,Cancelado
TRX0002023,PED001060,24/01/2025,CLI00170,Teclado Mecanico,Acessorios,"355,51",1,Belo Horizonte/MG/Brasil,Cartao de Credito,Entregue
TRX0002024,PED001061,21/01/2025,CLI00062,Mouse Sem Fio,Acessorios,90.45,2,Curitiba/PR/Brasil,Cartao de Credito,entregue
TRX0002025,PED001061,21/01/2025,CLI00062,Livro SQL Essencial,Livros,83.11,1,Curitiba/PR/Brasil,Cartao de Credito,Entregue
TRX0002026,PED001062,22/01/2025,CLI00461,Camisa Social Slim,Moda,"R$ 163,09",-2,Porto Alegre/RS/Brasil,Cartao de Credito,Enviado
TRX0002027,PED001062,22/01/2025,CLI00461,Hub USB-C,ACESSORIOS,136.39,1,Porto Alegre/RS/Brasil,Cartao de Credito,Enviado
TRX0002028,PED001062,22/01/2025,CLI00461,Tablet 10,Eletronicos,1309.23,2,Porto Alegre/RS/Brasil,Cartao de Credito,Enviado
TRX0002029,PED001062,2025-01-22,CLI00461,Vestido Midi,moda,"217,14",2,Porto Alegre/RS/Brasil,Cartao de Credito,Enviado
TRX0002030,PED001063,18-01-2025,CLI00355,Monitor 27,Eletronicos,"1.186,68",3,Sao Paulo/SP/Brasil,Cartao de Credito,Processando
TRX0002031,PED001063,2025-01-18,CLI00355,Vestido Midi,Moda,"R$ 219,62",2,Sao Paulo/SP/Brasil,Cartao de Credito,Processando
TRX0002032,PED001063,18/01/2025,CLI00355,Tablet 10,Eletronicos,"1.225,61",1,Sao Paulo/SP/Brasil,Cartao de Credito,Processando
TRX0002033,PED001063,2025-01-18,CLI00355,Calca Jeans Reta,moda,"R$ 200,38",1,Sao Paulo/SP/Brasil,Cartao de Credito,Processando
TRX0002034,PED001064,2025-01-18,CLI00095,Tapete de Yoga,Esporte,147.73,2,Belo Horizonte/MG/Brasil,Pix,Entregue
TRX0002035,PED001065,2025-01-15,CLI00413,Carregador Turbo,Acessorios,"R$ 104,32",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0002036,PED001065,2025-01-15,CLI00413,Livro Dados em Acao,Livros,"88,80",1,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Entregue
TRX0002037,PED001066,2025-01-11,CLI00365,Garrafa Termica,Esporte,"R$ 116,05",1,Uberlandia/MG/Brasil,Cartao de Credito,Entregue
TRX0002038,PED001066,2025-01-11,CLI00365,Calca Jeans Reta,Moda,"198,53",3,Uberlandia/MG/Brasil,Cartao de Credito,Entregue
TRX0002039,PED001066,2025-01-11,CLI00365,Jogo de Panelas,Casa,406.37,1,Uberlandia/MG/Brasil,Cartao de Credito,Entregue
TRX0002040,PED001067,2025-01-24,CLI00125,Camisa Social Slim,Moda,"163,56",1,Sao Paulo/SP/Brasil,Cartao de Credito,Devolvido
TRX0002041,PED001067,2025-01-24,CLI00125,Hub USB-C,Acessórios,"R$ 137,31",1,Sao Paulo/SP/Brasil,Cartao de Credito,Devolvido
TRX0002042,PED001067,2025-01-24,CLI00125,Notebook Ultrafino,Eletronicos,"R$ 3.711,39",1,Sao Paulo/SP/Brasil,Cartao de Credito,Devolvido
TRX0002043,PED001068,2025-01-04,CLI00215,Camiseta Dry Fit,ESPORTE,"83,37",2,Porto Alegre/RS/Brasil,Pix,Devolvido
TRX0002044,PED001068,04-01-2025,CLI00215,Notebook Ultrafino,Eletronicos,"R$ 3.329,37",1,Porto Alegre/RS/Brasil,Pix,Devolvido
TRX0002045,PED001069,27/01/2025,CLI00551,Capa para Smartphone,Acessorios,50.96,1,Belo Horizonte/MG/Brasil,Pix,Processando
